Country,1990,1990_lower, 1990_upper, 1990_Footnote, 1991,1991_lower, 1991_upper, 1991_Footnote, 1992,1992_lower, 1992_upper, 1992_Footnote, 1993,1993_lower, 1993_upper, 1993_Footnote, 1994,1994_lower, 1994_upper, 1994_Footnote, 1995,1995_lower, 1995_upper, 1995_Footnote, 1996,1996_lower, 1996_upper, 1996_Footnote, 1997,1997_lower, 1997_upper, 1997_Footnote, 1998,1998_lower, 1998_upper, 1998_Footnote, 1999,1999_lower, 1999_upper, 1999_Footnote, 2000,2000_lower, 2000_upper, 2000_Footnote, 2001,2001_lower, 2001_upper, 2001_Footnote, 2002,2002_lower, 2002_upper, 2002_Footnote, 2003,2003_lower, 2003_upper, 2003_Footnote, 2004,2004_lower, 2004_upper, 2004_Footnote, 2005,2005_lower, 2005_upper, 2005_Footnote, 2006,2006_lower, 2006_upper, 2006_Footnote, 2007,2007_lower, 2007_upper, 2007_Footnote, 2008,2008_lower, 2008_upper, 2008_Footnote, 2009,2009_lower, 2009_upper, 2009_Footnote, 2010,2010_lower, 2010_upper, 2010_Footnote, 2011,2011_lower, 2011_upper, 2011_Footnote, 2012,2012_lower, 2012_upper, 2012_Footnote, 2013,2013_lower, 2013_upper, 2013_Footnote, 2014,2014_lower, 2014_upper, 2014_Footnote, 2015,2015_lower, 2015_upper, 2015_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote, 2017,2017_lower, 2017_upper, 2017_Footnote, 2018,2018_lower, 2018_upper, 2018_Footnote, 2019,2019_lower, 2019_upper, 2019_Footnote, 2020,2020_lower, 2020_upper, 2020_Footnote
Bahrain,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Bangladesh,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Barbados,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Belarus,<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <200,"Children estimates were not available at the time of publication.",<100 ,<100 , <200,"Children estimates were not available at the time of publication.",<200 ,<100 , <200,"Children estimates were not available at the time of publication.",<200 ,<100 , <500,"Children estimates were not available at the time of publication.",<500 ,<200 , <500,"Children estimates were not available at the time of publication.",<500 ,<200 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <1000,"Children estimates were not available at the time of publication.",<500 ,<500 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<500 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<500 , 1100,"Children estimates were not available at the time of publication.",<1000 ,<1000 , 1400,"Children estimates were not available at the time of publication.",1200 ,<1000 , 1800,"Children estimates were not available at the time of publication.",1500 ,1100 , 2300,"Children estimates were not available at the time of publication.",1900 ,1300 , 2700,"Children estimates were not available at the time of publication.",2300 ,1600 , 3300,"Children estimates were not available at the time of publication.",2700 ,1900 , 3900,"Children estimates were not available at the time of publication.",3200 ,2200 , 4500,"Children estimates were not available at the time of publication.",3700 ,2600 , 5200,"Children estimates were not available at the time of publication.",4200 ,3000 , 6000,"Children estimates were not available at the time of publication.",4700 ,3300 , 6800,"Children estimates were not available at the time of publication.",5200 ,3700 , 7500,"Children estimates were not available at the time of publication.",5700 ,4100 , 8200,"Children estimates were not available at the time of publication.",6200 ,4500 , 8900,"Children estimates were not available at the time of publication.",6800 ,4900 , 9700,"Children estimates were not available at the time of publication.",7300 ,5400 , 11 000,"Children estimates were not available at the time of publication."
Belgium,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
Belize,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <500,,<200 ,<100 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , 1100,,<1000 ,<1000 , 1200,,<1000 ,<1000 , 1200,,<1000 ,<1000 , 1300,,<1000 ,<1000 , 1400,
Benin,1500 ,<1000 , 3500,,1800 ,<1000 , 4100,,2100 ,<1000 , 4800,,2500 ,1000 , 5400,,2800 ,1200 , 6000,,3100 ,1400 , 6600,,3400 ,1500 , 7100,,3600 ,1600 , 7700,,3800 ,1700 , 8000,,3900 ,1800 , 8200,,4100 ,1900 , 8400,,4200 ,1900 , 8600,,4300 ,2000 , 8700,,4400 ,2100 , 8900,,4400 ,2200 , 9000,,4500 ,2200 , 9100,,4500 ,2300 , 9200,,4500 ,2300 , 9200,,4600 ,2400 , 9300,,4900 ,2600 , 9900,,5400 ,2900 , 11 000,,6000 ,3300 , 12 000,,6500 ,3800 , 13 000,,7200 ,4300 , 13 000,,7900 ,4900 , 15 000,,8600 ,5500 , 16 000,,9400 ,6200 , 17 000,,10 000 ,7000 , 17 000,,11 000 ,7600 , 19 000,,12 000 ,8300 , 19 000,,13 000 ,9100 , 21 000,
Bhutan,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <500,,<100 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<500 ,<100 , <500,,<500 ,<100 , <1000,,<500 ,<200 , <1000,
Bolivia (Plurinational State of),<100 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<500 ,<200 , <1000,,<500 ,<200 , <1000,,<500 ,<200 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , 1100,,<1000 ,<500 , 1200,,<1000 ,<500 , 1400,,<1000 ,<500 , 1500,,<1000 ,<1000 , 1600,,<1000 ,<1000 , 1700,,<1000 ,<1000 , 1800,,1100 ,<1000 , 1900,,1100 ,<1000 , 2000,,1200 ,<1000 , 2100,,1300 ,<1000 , 2200,,1400 ,<1000 , 2400,,1500 ,1100 , 2600,,1600 ,1200 , 2700,,1800 ,1300 , 2900,,2000 ,1400 , 3200,,2200 ,1600 , 3500,,2500 ,1800 , 3900,,2800 ,2100 , 4300,,3200 ,2400 , 4700,,3500 ,2600 , 5200,,3800 ,2900 , 5600,
Bosnia and Herzegovina,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
Botswana,2800 ,1400 , 5600,,4400 ,2100 , 8700,,6300 ,3100 , 13 000,,8700 ,4300 , 17 000,,11 000 ,5600 , 22 000,,14 000 ,6900 , 27 000,,16 000 ,8100 , 31 000,,18 000 ,9300 , 34 000,,20 000 ,10 000 , 37 000,,22 000 ,11 000 , 40 000,,23 000 ,12 000 , 42 000,,24 000 ,13 000 , 43 000,,25 000 ,14 000 , 44 000,,26 000 ,14 000 , 46 000,,28 000 ,15 000 , 48 000,,29 000 ,17 000 , 50 000,,31 000 ,18 000 , 53 000,,34 000 ,20 000 , 56 000,,37 000 ,22 000 , 60 000,,40 000 ,25 000 , 64 000,,43 000 ,28 000 , 69 000,,47 000 ,31 000 , 74 000,,51 000 ,34 000 , 79 000,,55 000 ,38 000 , 84 000,,60 000 ,42 000 , 89 000,,65 000 ,47 000 , 94 000,,70 000 ,52 000 , 100 000,,75 000 ,57 000 , 110 000,,81 000 ,62 000 , 110 000,,86 000 ,67 000 , 120 000,,92 000 ,72 000 , 120 000,
Brazil,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,
Brunei Darussalam,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Bulgaria,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
Burkina Faso,8900 ,3700 , 23 000,,9700 ,4100 , 24 000,,10 000 ,4400 , 25 000,,11 000 ,4700 , 25 000,,11 000 ,4900 , 26 000,,11 000 ,5000 , 26 000,,11 000 ,5000 , 25 000,,11 000 ,4900 , 24 000,,11 000 ,5000 , 24 000,,10 000 ,5000 , 23 000,,9700 ,4900 , 21 000,,9300 ,4700 , 20 000,,8800 ,4600 , 19 000,,8300 ,4400 , 18 000,,7900 ,4300 , 17 000,,7700 ,4300 , 16 000,,7700 ,4400 , 16 000,,7800 ,4700 , 16 000,,8000 ,5000 , 16 000,,8300 ,5300 , 17 000,,8800 ,5800 , 17 000,,9400 ,6400 , 18 000,,10 000 ,7000 , 18 000,,11 000 ,7700 , 19 000,,11 000 ,8400 , 20 000,,12 000 ,9200 , 21 000,,13 000 ,10 000 , 22 000,,14 000 ,11 000 , 23 000,,15 000 ,12 000 , 23 000,,16 000 ,12 000 , 24 000,,17 000 ,13 000 , 25 000,
Burundi,7200 ,2300 , 19 000,,8200 ,2800 , 21 000,,9100 ,3300 , 22 000,,9700 ,3700 , 22 000,,10 000 ,4000 , 22 000,,10 000 ,4200 , 21 000,,10 000 ,4400 , 20 000,,9700 ,4400 , 20 000,,9400 ,4400 , 19 000,,9000 ,4400 , 18 000,,8700 ,4300 , 18 000,,8500 ,4300 , 17 000,,8300 ,4400 , 17 000,,8300 ,4500 , 17 000,,8200 ,4600 , 17 000,,8300 ,4800 , 17 000,,8400 ,5000 , 17 000,,8600 ,5300 , 17 000,,8800 ,5600 , 18 000,,9200 ,6100 , 18 000,,9600 ,6500 , 18 000,,10 000 ,7000 , 19 000,,11 000 ,7500 , 20 000,,11 000 ,8200 , 20 000,,12 000 ,8900 , 21 000,,12 000 ,9500 , 22 000,,13 000 ,10 000 , 23 000,,14 000 ,11 000 , 24 000,,15 000 ,12 000 , 25 000,,16 000 ,13 000 , 26 000,,17 000 ,14 000 , 27 000,
Cabo Verde,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <500,,<100 ,<100 , <500,,<100 ,<100 , <500,,<100 ,<100 , <500,,<100 ,<100 , <500,,<100 ,<100 , <500,,<100 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <1000,,<500 ,<200 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , 1100,,<1000 ,<500 , 1200,
Cambodia,<100 ,<100 , <100,,<100 ,<100 , <100,,<200 ,<100 , <200,,<500 ,<100 , <500,,<1000 ,<200 , <1000,,1000 ,<500 , 1700,,1500 ,<1000 , 2600,,2100 ,<1000 , 3500,,2600 ,1300 , 4500,,3200 ,1700 , 5300,,3700 ,2200 , 6200,,4100 ,2600 , 6900,,4500 ,3100 , 7400,,4900 ,3400 , 7800,,5200 ,3800 , 8300,,5600 ,4200 , 8600,,6000 ,4600 , 9100,,6600 ,5200 , 9700,,7400 ,6000 , 10 000,,8200 ,6800 , 11 000,,9200 ,7700 , 12 000,,10 000 ,8600 , 13 000,,11 000 ,9600 , 14 000,,12 000 ,11 000 , 15 000,,13 000 ,12 000 , 16 000,,15 000 ,13 000 , 17 000,,16 000 ,14 000 , 19 000,,18 000 ,15 000 , 20 000,,19 000 ,17 000 , 22 000,,21 000 ,18 000 , 24 000,,23 000 ,20 000 , 26 000,
Cameroon,4700 ,2400 , 10 000,,6400 ,3100 , 13 000,,8500 ,4200 , 17 000,,11 000 ,5500 , 22 000,,14 000 ,7100 , 28 000,,18 000 ,8700 , 35 000,,21 000 ,11 000 , 42 000,,25 000 ,13 000 , 49 000,,29 000 ,15 000 , 57 000,,33 000 ,17 000 , 65 000,,36 000 ,18 000 , 72 000,,38 000 ,19 000 , 77 000,,40 000 ,21 000 , 81 000,,42 000 ,21 000 , 84 000,,43 000 ,22 000 , 86 000,,44 000 ,23 000 , 88 000,,45 000 ,24 000 , 90 000,,46 000 ,25 000 , 92 000,,48 000 ,26 000 , 94 000,,50 000 ,27 000 , 96 000,,52 000 ,29 000 , 100 000,,54 000 ,30 000 , 100 000,,56 000 ,32 000 , 110 000,,58 000 ,34 000 , 110 000,,61 000 ,36 000 , 110 000,,63 000 ,39 000 , 120 000,,65 000 ,42 000 , 120 000,,69 000 ,45 000 , 120 000,,72 000 ,49 000 , 130 000,,76 000 ,53 000 , 130 000,,81 000 ,57 000 , 130 000,
Canada,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,
Central African Republic,4800 ,2000 , 11 000,,6600 ,3000 , 15 000,,8200 ,3800 , 19 000,,9600 ,4600 , 22 000,,11 000 ,5100 , 24 000,,12 000 ,5500 , 26 000,,13 000 ,5900 , 27 000,,13 000 ,6100 , 28 000,,13 000 ,6300 , 29 000,,14 000 ,6400 , 29 000,,14 000 ,6500 , 28 000,,14 000 ,6600 , 27 000,,13 000 ,6600 , 27 000,,13 000 ,6600 , 26 000,,13 000 ,6600 , 26 000,,13 000 ,6600 , 25 000,,13 000 ,6700 , 25 000,,13 000 ,6800 , 25 000,,13 000 ,6900 , 25 000,,13 000 ,7200 , 25 000,,13 000 ,7400 , 26 000,,13 000 ,7600 , 26 000,,13 000 ,7800 , 26 000,,13 000 ,8000 , 26 000,,13 000 ,8200 , 25 000,,14 000 ,8600 , 26 000,,14 000 ,9000 , 26 000,,15 000 ,9700 , 26 000,,15 000 ,10 000 , 27 000,,16 000 ,11 000 , 27 000,,16 000 ,12 000 , 28 000,
Chad,1900 ,<1000 , 5400,,2500 ,<1000 , 6400,,3000 ,1200 , 7900,,3600 ,1500 , 9200,,4100 ,1800 , 10 000,,4600 ,2000 , 11 000,,5100 ,2200 , 12 000,,5500 ,2400 , 13 000,,5800 ,2500 , 13 000,,6000 ,2600 , 13 000,,6200 ,2800 , 13 000,,6400 ,2900 , 13 000,,6600 ,3000 , 14 000,,6700 ,3000 , 14 000,,6800 ,3100 , 14 000,,6800 ,3200 , 14 000,,6900 ,3300 , 14 000,,7000 ,3500 , 15 000,,7300 ,3800 , 15 000,,7800 ,4200 , 16 000,,8500 ,4600 , 17 000,,9200 ,5300 , 18 000,,10 000 ,6000 , 19 000,,11 000 ,6700 , 20 000,,12 000 ,7400 , 21 000,,12 000 ,8000 , 22 000,,13 000 ,9000 , 23 000,,15 000 ,9900 , 25 000,,16 000 ,11 000 , 26 000,,17 000 ,12 000 , 28 000,,18 000 ,13 000 , 29 000,
Chile,<200 ,<100 , <500,,<500 ,<100 , <500,,<500 ,<200 , <1000,,<500 ,<200 , <1000,,<1000 ,<500 , 1100,,<1000 ,<500 , 1400,,<1000 ,<500 , 1700,,1100 ,<1000 , 2100,,1300 ,<1000 , 2500,,1600 ,<1000 , 3000,,1900 ,1000 , 3500,,2200 ,1300 , 4200,,2600 ,1600 , 4900,,3000 ,1900 , 5600,,3400 ,2300 , 6300,,3900 ,2600 , 7000,,4400 ,3000 , 7800,,5000 ,3500 , 8700,,5700 ,4000 , 9700,,6500 ,4600 , 11 000,,7300 ,5300 , 12 000,,8300 ,6000 , 13 000,,9400 ,6800 , 15 000,,11 000 ,7700 , 17 000,,12 000 ,8700 , 19 000,,13 000 ,9800 , 21 000,,15 000 ,11 000 , 23 000,,17 000 ,12 000 , 25 000,,19 000 ,14 000 , 28 000,,20 000 ,15 000 , 31 000,,22 000 ,17 000 , 33 000,
