Country,1990,1990_lower, 1990_upper, 1990_Footnote, 1991,1991_lower, 1991_upper, 1991_Footnote, 1992,1992_lower, 1992_upper, 1992_Footnote, 1993,1993_lower, 1993_upper, 1993_Footnote, 1994,1994_lower, 1994_upper, 1994_Footnote, 1995,1995_lower, 1995_upper, 1995_Footnote, 1996,1996_lower, 1996_upper, 1996_Footnote, 1997,1997_lower, 1997_upper, 1997_Footnote, 1998,1998_lower, 1998_upper, 1998_Footnote, 1999,1999_lower, 1999_upper, 1999_Footnote, 2000,2000_lower, 2000_upper, 2000_Footnote, 2001,2001_lower, 2001_upper, 2001_Footnote, 2002,2002_lower, 2002_upper, 2002_Footnote, 2003,2003_lower, 2003_upper, 2003_Footnote, 2004,2004_lower, 2004_upper, 2004_Footnote, 2005,2005_lower, 2005_upper, 2005_Footnote, 2006,2006_lower, 2006_upper, 2006_Footnote, 2007,2007_lower, 2007_upper, 2007_Footnote, 2008,2008_lower, 2008_upper, 2008_Footnote, 2009,2009_lower, 2009_upper, 2009_Footnote, 2010,2010_lower, 2010_upper, 2010_Footnote, 2011,2011_lower, 2011_upper, 2011_Footnote, 2012,2012_lower, 2012_upper, 2012_Footnote, 2013,2013_lower, 2013_upper, 2013_Footnote, 2014,2014_lower, 2014_upper, 2014_Footnote, 2015,2015_lower, 2015_upper, 2015_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote, 2017,2017_lower, 2017_upper, 2017_Footnote, 2018,2018_lower, 2018_upper, 2018_Footnote, 2019,2019_lower, 2019_upper, 2019_Footnote, 2020,2020_lower, 2020_upper, 2020_Footnote
Bahrain,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Bangladesh,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Barbados,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Belarus,<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <200,"Children estimates were not available at the time of publication.",<200 ,<100 , <200,"Children estimates were not available at the time of publication.",<200 ,<200 , <500,"Children estimates were not available at the time of publication.",<500 ,<200 , <500,"Children estimates were not available at the time of publication.",<500 ,<200 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<500 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<1000 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<1000 , 1100,"Children estimates were not available at the time of publication.",<1000 ,<1000 , 1300,"Children estimates were not available at the time of publication.",1100 ,<1000 , 1500,"Children estimates were not available at the time of publication.",1200 ,<1000 , 1600,"Children estimates were not available at the time of publication.",1300 ,<1000 , 1700,"Children estimates were not available at the time of publication.",1300 ,<1000 , 1800,"Children estimates were not available at the time of publication.",1300 ,<1000 , 1800,"Children estimates were not available at the time of publication.",1300 ,<1000 , 1800,"Children estimates were not available at the time of publication.",1200 ,<1000 , 1700,"Children estimates were not available at the time of publication.",1200 ,<1000 , 1600,"Children estimates were not available at the time of publication.",1100 ,<1000 , 1500,"Children estimates were not available at the time of publication.",<1000 ,<1000 , 1400,"Children estimates were not available at the time of publication.",<1000 ,<1000 , 1300,"Children estimates were not available at the time of publication.",<1000 ,<500 , 1200,"Children estimates were not available at the time of publication.",<1000 ,<500 , 1100,"Children estimates were not available at the time of publication."
Belgium,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
Belize,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<100 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<200 , <500,,<200 ,<200 , <500,
Benin,5200 ,2300 , 8800,,6100 ,2700 , 11 000,,7000 ,3000 , 11 000,,7800 ,3400 , 12 000,,8400 ,3700 , 13 000,,8900 ,3900 , 14 000,,9200 ,4100 , 15 000,,9300 ,4200 , 15 000,,9300 ,4200 , 15 000,,9200 ,4200 , 14 000,,9100 ,4100 , 14 000,,9000 ,4100 , 14 000,,8900 ,4100 , 14 000,,8800 ,4200 , 13 000,,8700 ,4200 , 13 000,,8700 ,4300 , 13 000,,8800 ,4400 , 13 000,,8900 ,4600 , 13 000,,8900 ,4800 , 13 000,,9000 ,5000 , 13 000,,9100 ,5300 , 13 000,,9100 ,5500 , 13 000,,9100 ,5700 , 13 000,,9100 ,6000 , 13 000,,9200 ,6200 , 13 000,,9300 ,6400 , 13 000,,9300 ,6500 , 13 000,,9300 ,6600 , 13 000,,9200 ,6500 , 13 000,,9000 ,6400 , 12 000,,8800 ,6300 , 12 000,
Bhutan,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <500,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,
Bolivia (Plurinational State of),<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<500 ,<200 , <1000,,<500 ,<200 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , 1000,,<1000 ,<500 , 1100,,<1000 ,<1000 , 1100,,<1000 ,<1000 , 1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , 1000,,<1000 ,<1000 , 1100,,<1000 ,<1000 , 1100,,<1000 ,<1000 , 1100,,<1000 ,<1000 , 1100,,<1000 ,<1000 , 1100,
Bosnia and Herzegovina,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
Botswana,12 000 ,6100 , 17 000,,19 000 ,9100 , 25 000,,26 000 ,13 000 , 36 000,,34 000 ,17 000 , 47 000,,42 000 ,20 000 , 58 000,,49 000 ,24 000 , 69 000,,54 000 ,26 000 , 77 000,,58 000 ,28 000 , 83 000,,60 000 ,28 000 , 87 000,,61 000 ,28 000 , 88 000,,60 000 ,27 000 , 87 000,,58 000 ,26 000 , 85 000,,55 000 ,25 000 , 81 000,,52 000 ,23 000 , 77 000,,49 000 ,22 000 , 72 000,,46 000 ,21 000 , 68 000,,43 000 ,20 000 , 63 000,,40 000 ,19 000 , 59 000,,39 000 ,19 000 , 56 000,,37 000 ,19 000 , 54 000,,36 000 ,19 000 , 52 000,,36 000 ,19 000 , 50 000,,35 000 ,20 000 , 49 000,,34 000 ,20 000 , 48 000,,34 000 ,20 000 , 46 000,,33 000 ,21 000 , 45 000,,33 000 ,21 000 , 44 000,,32 000 ,21 000 , 43 000,,31 000 ,20 000 , 41 000,,29 000 ,20 000 , 39 000,,28 000 ,19 000 , 37 000,
Brazil,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,
Brunei Darussalam,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Bulgaria,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
Burkina Faso,33 000 ,13 000 , 58 000,,33 000 ,13 000 , 58 000,,33 000 ,13 000 , 56 000,,31 000 ,13 000 , 56 000,,29 000 ,12 000 , 51 000,,27 000 ,11 000 , 46 000,,25 000 ,9700 , 41 000,,22 000 ,8900 , 37 000,,20 000 ,8400 , 33 000,,19 000 ,8200 , 30 000,,18 000 ,8200 , 27 000,,17 000 ,8600 , 25 000,,16 000 ,9100 , 23 000,,16 000 ,9700 , 22 000,,16 000 ,10 000 , 23 000,,17 000 ,11 000 , 23 000,,17 000 ,12 000 , 24 000,,18 000 ,13 000 , 25 000,,19 000 ,14 000 , 25 000,,20 000 ,15 000 , 26 000,,20 000 ,16 000 , 27 000,,21 000 ,17 000 , 27 000,,21 000 ,17 000 , 27 000,,21 000 ,17 000 , 27 000,,21 000 ,17 000 , 26 000,,21 000 ,17 000 , 25 000,,20 000 ,16 000 , 24 000,,19 000 ,15 000 , 23 000,,19 000 ,15 000 , 22 000,,18 000 ,14 000 , 22 000,,17 000 ,13 000 , 21 000,
Burundi,25 000 ,9500 , 47 000,,26 000 ,11 000 , 45 000,,27 000 ,12 000 , 44 000,,26 000 ,11 000 , 42 000,,24 000 ,9700 , 40 000,,22 000 ,8900 , 37 000,,19 000 ,7400 , 33 000,,17 000 ,6400 , 30 000,,16 000 ,5900 , 27 000,,15 000 ,5700 , 24 000,,14 000 ,5700 , 22 000,,13 000 ,6000 , 20 000,,13 000 ,6300 , 19 000,,13 000 ,6700 , 18 000,,13 000 ,7400 , 18 000,,13 000 ,8300 , 18 000,,13 000 ,9100 , 18 000,,14 000 ,10 000 , 19 000,,15 000 ,11 000 , 19 000,,15 000 ,12 000 , 19 000,,16 000 ,12 000 , 19 000,,16 000 ,13 000 , 20 000,,16 000 ,13 000 , 19 000,,16 000 ,13 000 , 19 000,,16 000 ,13 000 , 18 000,,15 000 ,12 000 , 18 000,,15 000 ,12 000 , 17 000,,14 000 ,12 000 , 16 000,,13 000 ,11 000 , 15 000,,12 000 ,10 000 , 14 000,,12 000 ,9600 , 14 000,
Cabo Verde,<100 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <500,,<200 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <500,,<200 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <200,
Cambodia,<200 ,<100 , <200,,<500 ,<500 , <500,,1000 ,<1000 , 1200,,2500 ,1900 , 3000,,4800 ,3700 , 5800,,7500 ,5700 , 9200,,10 000 ,7500 , 12 000,,12 000 ,8700 , 15 000,,13 000 ,9400 , 16 000,,13 000 ,9400 , 17 000,,13 000 ,9200 , 17 000,,12 000 ,8500 , 16 000,,11 000 ,7800 , 15 000,,10 000 ,7100 , 14 000,,9300 ,6400 , 12 000,,8100 ,5600 , 11 000,,6900 ,4800 , 8900,,5900 ,4100 , 7500,,5200 ,3700 , 6600,,4900 ,3500 , 6000,,4800 ,3500 , 5900,,4900 ,3700 , 5900,,5000 ,3900 , 6100,,5300 ,4200 , 6200,,5500 ,4500 , 6500,,5800 ,4800 , 6800,,6100 ,5100 , 7100,,6300 ,5400 , 7300,,6500 ,5500 , 7500,,6500 ,5600 , 7500,,6500 ,5700 , 7500,
Cameroon,14 000 ,7300 , 20 000,,19 000 ,9900 , 28 000,,25 000 ,13 000 , 37 000,,33 000 ,17 000 , 48 000,,42 000 ,21 000 , 62 000,,52 000 ,26 000 , 76 000,,62 000 ,30 000 , 90 000,,72 000 ,34 000 , 100 000,,81 000 ,37 000 , 120 000,,88 000 ,39 000 , 130 000,,93 000 ,40 000 , 140 000,,95 000 ,40 000 , 140 000,,95 000 ,40 000 , 140 000,,93 000 ,39 000 , 140 000,,90 000 ,38 000 , 140 000,,86 000 ,36 000 , 130 000,,82 000 ,35 000 , 130 000,,78 000 ,34 000 , 120 000,,75 000 ,34 000 , 110 000,,72 000 ,33 000 , 110 000,,69 000 ,33 000 , 100 000,,67 000 ,33 000 , 100 000,,65 000 ,33 000 , 97 000,,63 000 ,34 000 , 93 000,,61 000 ,34 000 , 89 000,,60 000 ,34 000 , 86 000,,58 000 ,34 000 , 83 000,,56 000 ,33 000 , 80 000,,54 000 ,32 000 , 76 000,,52 000 ,32 000 , 74 000,,50 000 ,32 000 , 70 000,
Canada,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,
Central African Republic,14 000 ,6700 , 22 000,,18 000 ,8100 , 27 000,,20 000 ,9300 , 31 000,,22 000 ,10 000 , 34 000,,23 000 ,10 000 , 35 000,,23 000 ,9600 , 36 000,,22 000 ,8800 , 35 000,,21 000 ,8300 , 35 000,,20 000 ,8100 , 34 000,,19 000 ,7700 , 31 000,,18 000 ,7300 , 29 000,,17 000 ,7000 , 27 000,,16 000 ,6900 , 27 000,,15 000 ,6900 , 25 000,,15 000 ,7000 , 24 000,,15 000 ,7200 , 24 000,,15 000 ,7400 , 23 000,,15 000 ,7500 , 22 000,,14 000 ,7600 , 22 000,,14 000 ,7600 , 21 000,,14 000 ,7600 , 21 000,,13 000 ,7600 , 20 000,,13 000 ,7600 , 19 000,,13 000 ,7600 , 19 000,,12 000 ,7600 , 18 000,,12 000 ,7400 , 17 000,,12 000 ,7300 , 17 000,,12 000 ,7200 , 16 000,,11 000 ,7100 , 16 000,,11 000 ,6900 , 15 000,,10 000 ,6700 , 15 000,
Chad,8500 ,3800 , 17 000,,11 000 ,4500 , 19 000,,13 000 ,5300 , 22 000,,15 000 ,6000 , 25 000,,16 000 ,7000 , 28 000,,18 000 ,7600 , 30 000,,19 000 ,7900 , 30 000,,19 000 ,8400 , 31 000,,19 000 ,8300 , 32 000,,19 000 ,8000 , 32 000,,18 000 ,7800 , 31 000,,18 000 ,7700 , 30 000,,17 000 ,7600 , 28 000,,17 000 ,7600 , 27 000,,16 000 ,7700 , 26 000,,16 000 ,7800 , 25 000,,16 000 ,7800 , 24 000,,16 000 ,8100 , 24 000,,16 000 ,8300 , 23 000,,16 000 ,8400 , 23 000,,16 000 ,8400 , 22 000,,16 000 ,8500 , 22 000,,16 000 ,8900 , 22 000,,16 000 ,9100 , 22 000,,16 000 ,9500 , 22 000,,16 000 ,9800 , 22 000,,15 000 ,9900 , 21 000,,15 000 ,9900 , 21 000,,15 000 ,9900 , 21 000,,15 000 ,9700 , 20 000,,14 000 ,9300 , 20 000,
Chile,<500 ,<500 , <500,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , 1100,,1000 ,<1000 , 1400,,1200 ,<1000 , 1600,,1400 ,<1000 , 1900,,1500 ,1100 , 2100,,1600 ,1200 , 2300,,1700 ,1200 , 2400,,1700 ,1200 , 2400,,1600 ,1100 , 2300,,1600 ,1000 , 2200,,1500 ,<1000 , 2100,,1400 ,<1000 , 2000,,1300 ,<1000 , 2000,,1300 ,<1000 , 2000,,1400 ,<1000 , 2100,,1500 ,1100 , 2200,,1700 ,1200 , 2400,,2000 ,1400 , 2700,,2200 ,1600 , 3000,,2400 ,1700 , 3300,,2600 ,1900 , 3600,,2800 ,2000 , 3900,,3000 ,2100 , 4100,,3100 ,2200 , 4200,,3200 ,2300 , 4400,,3200 ,2300 , 4400,,3100 ,2200 , 4300,
