variable.name,display.section,definition,code.list,lag,source,validity.years,notes,calculation,display.via.web
ptsurvey_newinc_con5plus_prevtx,Contacts preventive treatment,"(If prevtx_5plus_data_available=61) Number of children aged 5 years and above, adolescents and adults started on TB preventive therapy who are household contacts of the TB cases in ptsurvey_newinc_5plus",,,"Strategy, Data collection form",2017 - 2017,Dropped 2019 dcyear to focus on all ages instead,,1
pub_collab,Strategy,Number of non-National-Treatment-Programme (NTP) public providers collaborating with the NTP,,0,"Strategy, Data collection form",,,,0
pub_new_dx,Policies and services,Number of new cases of TB diagnosed according to National Treatment Programme (NTP)  guidelines by non-NTP public providers,,0,"Strategy, Data collection form", up to  2019,Dropped dcyear 2021,,0
pub_new_tx,Strategy,Number of TB patients (new cases) treated following National Treatment Programme (NTP)  guidelines by non-NTP public providers,,0,"Strategy, Data collection form",Up to 2009,,,0
pub_sspct_ref,Strategy,Number of TB suspects referred for diagnosis to National Treatment Programme (NTP) facilities by non-NTP public providers,,0,"Strategy, Data collection form",Up to 2009,,,0
pub_tot,Strategy,Total number of non-National-Treatment-Programme (NTP) public providers,,0,"Strategy, Data collection form",Up to 2009,,,0
pulm_labconf_new,Drug resistance surveillance,Number of new bacteriologically confirmed pulmonary TB cases,,0,"Notification, Data collection form",2016 -,Switched  from dr_surveillance table to tbcases  in 2018 data collection year to make validation easier. Variable used as the denominator when assessing whether routine DR surveillance can be used to estimate prevalence of drug resistance.,,1
pulm_labconf_ret,Drug resistance surveillance,Number of previously treated bacteriologically confirmed pulmonary TB cases,,0,"Notification, Data collection form",2016 -,Switched  from dr_surveillance table to tbcases  in 2018 data collection year to make validation easier. Variable used as the denominator when assessing whether routine DR surveillance can be used to estimate prevalence of drug resistance.,,1
pulm_labconf_unk,Drug resistance surveillance,Number of bacteriologically confirmed pulmonary TB cases with unknown TB treatment history,,0,"Notification, Data collection form",2016 -,Switched  from dr_surveillance table to tbcases  in 2018 data collection year to make validation easier. Variable used as the denominator when assessing whether routine DR surveillance can be used to estimate prevalence of drug resistance.,,1
pulm_spec_available,Zoonotic TB,Are data available on the number of bacteriologically confirmed pulmonary TB cases with test results for the speciation of the Mycobacterium tuberculosis complex in the reporting year?,0=No; 1=Yes; 2=Not applicable,,"Strategy, Data collection form",2018,Temporarily dropped 2020 data collection year as not needed each year,,1
pulm_tb_rep_meth,Outcomes,Method used to report treatment outcomes of pulmonary cases,100=smear;101=culture;102=smear or culture;2=n/a,,,,"Derived, based on rep_meth and rep_sstatus",,0
q_1; q_2; etc.,Provisional notification,"Quarter in the year for which notifications are reported. q_1 is the first quarter (January to March), q_2 is the second quarter (April to June), etc.",,,Provisional notifications data collection,2020 -,Not part of the main data collection form,,1
qms,Laboratories,"Is a formal quality management system towards achieving accreditation being implemented in all laboratories conducting culture, LPA and/or DST?",0=No; 1=yes,0,"Surveys and services, Data collection form",2015 - 2019,Dropped in 2021 dcyear,,1
qms_pending,Laboratories,Number of sites that by the end of the reporting year are not accredited and that are in the process of establishing a formal quality management system towards achieving accreditation,,0,"Surveys and services, Data collection",2020 -,Part of major revision of lab variables in dcyear 2021,,1
qrtrep_rcvd_cf,Strategy,Number of quarterly reports (or equivalent) received for case finding,,0,"Strategy, Data collection form",,,,0
qrtrep_rcvd_txoc,Strategy,Number of quarterly reports (or equivalent) received for treatment outcomes,,0,"Strategy, Data collection form",,,,0
qrtrep_tot_cf,Strategy,Number of quarterly reports (or equivalent) expected for case finding,,0,"Strategy, Data collection form",,,,0
qrtrep_tot_txoc,Strategy,Number of quarterly reports (or equivalent) expected for treatment outcomes,,0,"Strategy, Data collection form",,,,0
r_rgmn_new_initcont,Strategy,Is the 6-month drug regimen with rifampicin throughout treatment (in the intensive phase and continuation phases) used for new TB patients?,0=No; 1=yes,0,"Strategy, Data collection form",2009 -,added in 2010 data collection form,,0
r_rlt_new,Drug resistance surveillance,Number of new bacteriologically confirmed pulmonary TB patients with test results for rifampicin,,0,DR surveillance data collection form,2017 -,Introduced 2018 data collection year as part of reorganisation of the routine drug surveillance section. Denominator is pulm_labconf_new.,,1
r_rlt_rel,Drug resistance surveillance,Number of bacteriologically confirmed pulmonary relapse TB patients with test results for rifampicin,,0,DR surveillance data collection form,2020 -,Introduced 2021 data collection year for high MDR-TB countries only.,,1
r_rlt_ret,Drug resistance surveillance,Number of previously treated bacteriologically confirmed pulmonary TB patients with test results for rifampicin,,0,DR surveillance data collection form,2017 -,Introduced 2018 data collection year as part of reorganisation of the routine drug surveillance section. Denominator is pulm_labconf_ret.,,1
rapid_dx_dr_r,Notification,Number of rifampicin-resistant patients detected using WHO-endorsed rapid molecular diagnostics (e.g. Xpert MTB/RIF) alone and who are not laboratory-confirmed MDR,,0,"Notification, Data collection form",2011 -,,,0
rcvd_acsm_gf,finance,ACSM    4 GFATM,,0,"Finance, Data collection form",,,,0
rcvd_acsm_gov,finance,ACSM    2 Gov,,0,"Finance, Data collection form",,,,0
rcvd_acsm_grnt,finance,ACSM    5 Grants,,0,"Finance, Data collection form",,,,0
rcvd_acsm_loan,finance,ACSM    3 Loans,,0,"Finance, Data collection form",,,,0
rcvd_bldg_gf,finance,Buildings received funding from the Global Fund,,0,"Finance, Data collection form",,,,0
rcvd_bldg_gov,finance,Buildings received funding from government,,0,"Finance, Data collection form",,,,0
rcvd_bldg_grnt,finance,Buildings received funding from grants,,0,"Finance, Data collection form",,,,0
rcvd_bldg_loan,finance,Buildings received funding from loans,,0,"Finance, Data collection form",,,,0
rcvd_ctbc_gf,finance,Community-based care    4 GFATM,,0,"Finance, Data collection form",,,,0
rcvd_ctbc_gov,finance,Community-based care    2 Gov,,0,"Finance, Data collection form",,,,0
rcvd_ctbc_grnt,finance,Community-based care    5 Grants,,0,"Finance, Data collection form",,,,0
rcvd_ctbc_loan,finance,Community-based care    3 Loans,,0,"Finance, Data collection form",,,,0
rcvd_fld,Expenditure and utilisation,Funding received for drugs to treat drug-susceptible TB (US Dollars),,0,expenditure data collection form,2014 -,started publishing dcyear 2018,,1
rcvd_fld_gf,finance,Expend 1 TbDrugs   4 GFATM,,0,"Finance, Data collection form",,,,0
rcvd_fld_gov,finance,Expend 1 TbDrugs   2 Gov,,0,"Finance, Data collection form",,,,0
rcvd_fld_grnt,finance,Expend 1 TbDrugs   5 Grants,,0,"Finance, Data collection form",,,,0
rcvd_fld_loan,finance,Expend 1 TbDrugs   3 Loans,,0,"Finance, Data collection form",,,,0
rcvd_initiative_gf,finance,Initiative received funding from the Global Fund,,0,"Finance, Data collection form",,,,0
rcvd_initiative_gov,finance,Initiative received funding from government,,0,"Finance, Data collection form",,,,0
rcvd_initiative_grnt,finance,Initiative received funding from grants,,0,"Finance, Data collection form",,,,0
rcvd_initiative_loan,finance,Initiative received funding from loans,,0,"Finance, Data collection form",,,,0
rcvd_lab,Expenditure and utilisation,"Funding received for laboratory infrastructure, equipment and supplies (US Dollars)",,0,expenditure data collection form,2014 -,started publishing dcyear 2018,,1
rcvd_lab_gf,finance,lab supplies and equipment    4 GFATM,,0,"Finance, Data collection form",,,,0
rcvd_lab_gov,finance,lab supplies and equipment    2 Gov,,0,"Finance, Data collection form",,,,0
rcvd_lab_grnt,finance,lab supplies and equipment    5 Grants,,0,"Finance, Data collection form",,,,0
rcvd_lab_loan,finance,lab supplies and equipment    3 Loans,,0,"Finance, Data collection form",,,,0
rcvd_mdrmgt,Expenditure and utilisation,Funding received for programme costs to treat drug-resistant TB (US Dollars),,0,expenditure data collection form,2014 -,started publishing dcyear 2018,,1
rcvd_mdrmgt_gf,finance,mgm. of MDR-TB    4 GFATM,,0,"Finance, Data collection form",,,,0
rcvd_mdrmgt_gov,finance,mgm. of MDR-TB    2 Gov,,0,"Finance, Data collection form",,,,0
rcvd_mdrmgt_grnt,finance,mgm. of MDR-TB    5 Grants,,0,"Finance, Data collection form",,,,0
rcvd_mdrmgt_loan,finance,mgm. of MDR-TB    3 Loans,,0,"Finance, Data collection form",,,,0
rcvd_or_gf,finance,operational research    4 GFATM,,0,"Finance, Data collection form",,,,0
rcvd_or_gov,finance,operational research    2 Gov,,0,"Finance, Data collection form",,,,0
rcvd_or_grnt,finance,operational research    5 Grants,,0,"Finance, Data collection form",,,,0
rcvd_or_loan,finance,operational research    3 Loans,,0,"Finance, Data collection form",,,,0
rcvd_orsrvy,Expenditure and utilisation,Funding received for operational research and surveys (US Dollars),,0,expenditure data collection form,2014 -,started publishing dcyear 2018,,1
rcvd_oth,Expenditure and utilisation,Funding received for all other budget line items (US Dollars),,0,expenditure data collection form,2014 -,started publishing dcyear 2018,,1
rcvd_oth_gf,finance,Expend 7 Other     4 GFATM,,0,"Finance, Data collection form",,,,0
rcvd_oth_gov,finance,Expend 7 Other     2 Gov,,0,"Finance, Data collection form",,,,0
rcvd_oth_grnt,finance,Expend 7 Other     5 Grants,,0,"Finance, Data collection form",,,,0
rcvd_oth_loan,finance,Expend 7 Other     3 Loans,,0,"Finance, Data collection form",,,,0
rcvd_pal_gf,finance,PAL    4 GFATM,,0,"Finance, Data collection form",,,,0
rcvd_pal_gov,finance,PAL    2 Gov,,0,"Finance, Data collection form",,,,0
rcvd_pal_grnt,finance,PAL    5 Grants,,0,"Finance, Data collection form",,,,0
rcvd_pal_loan,finance,PAL    3 Loans,,0,"Finance, Data collection form",,,,0
rcvd_patsup,Expenditure and utilisation,Funding received for patient support (US Dollars),,0,expenditure data collection form,2014 -,started publishing dcyear 2018,,1
rcvd_ppm_gf,finance,PPM    4 GFATM,,0,"Finance, Data collection form",,,,0
rcvd_ppm_gov,finance,PPM    2 Gov,,0,"Finance, Data collection form",,,,0
rcvd_ppm_grnt,finance,PPM    5 Grants,,0,"Finance, Data collection form",,,,0
rcvd_ppm_loan,finance,PPM    3 Loans,,0,"Finance, Data collection form",,,,0
rcvd_prgmgt_gf,finance,routine prg mgm and supervision    4 GFATM,,0,"Finance, Data collection form",,,,0
rcvd_prgmgt_gov,finance,routine prg mgm and supervision    2 Gov,,0,"Finance, Data collection form",,,,0
rcvd_prgmgt_grnt,finance,routine prg mgm and supervision    5 Grants,,0,"Finance, Data collection form",,,,0
rcvd_prgmgt_loan,finance,routine prg mgm and supervision    3 Loans,,0,"Finance, Data collection form",,,,0
rcvd_prog,Expenditure and utilisation,Funding received for programme costs to treat drug-susceptible TB (US Dollars),,0,expenditure data collection form,2014 -,started publishing dcyear 2018,,1
rcvd_sld,Expenditure and utilisation,Funding received for drugs to treat drug-resistant TB (US Dollars),,0,expenditure data collection form,2014 -,started publishing dcyear 2018,,1
rcvd_sld_gf,finance,Expend 2 2ndLine   4 GFATM,,0,"Finance, Data collection form",,,,0
rcvd_sld_gov,finance,Expend 2 2ndLine   2 Gov,,0,"Finance, Data collection form",,,,0
rcvd_sld_grnt,finance,Expend 2 2ndLine   5 Grants,,0,"Finance, Data collection form",,,,0
rcvd_sld_loan,finance,Expend 2 2ndLine   3 Loans,,0,"Finance, Data collection form",,,,0
rcvd_srvy_gf,finance,Surveys  4 GFATM,,0,"Finance, Data collection form",,,,0
rcvd_srvy_gov,finance,Surveys   2 Gov,,0,"Finance, Data collection form",,,,0
rcvd_srvy_grnt,finance,Surveys  5 Grants,,0,"Finance, Data collection form",,,,0
rcvd_srvy_loan,finance,Surveys  3 Loans,,0,"Finance, Data collection form",,,,0
rcvd_staff,Expenditure and utilisation,Funding received for National TB Programme staff (central unit staff and subnational TB staff)  (US Dollars),,0,expenditure data collection form,2014 -,started publishing dcyear 2018,,1
rcvd_staff_gf,finance,Expend 3 Staff     4 GFATM,,0,"Finance, Data collection form",,,,0
rcvd_staff_gov,finance,Expend 3 Staff     2 Gov,,0,"Finance, Data collection form",,,,0
rcvd_staff_grnt,finance,Expend 3 Staff     5 Grants,,0,"Finance, Data collection form",,,,0
rcvd_staff_loan,finance,Expend 3 Staff     3 Loans,,0,"Finance, Data collection form",,,,0
rcvd_tbhiv,Expenditure and utilisation,Funding received for collaborative TB/HIV activities (US Dollars),,0,expenditure data collection form,2014 -,started publishing dcyear 2018,,1
rcvd_tbhiv_gf,finance,Expend 5 TBHIV     4 GFATM,,0,"Finance, Data collection form",,,,0
rcvd_tbhiv_gov,finance,Expend 5 TBHIV     2 Gov,,0,"Finance, Data collection form",,,,0
rcvd_tbhiv_grnt,finance,Expend 5 TBHIV     5 Grants,,0,"Finance, Data collection form",,,,0
rcvd_tbhiv_loan,finance,Expend 5 TBHIV     3 Loans,,0,"Finance, Data collection form",,,,0
rcvd_tot,Expenditure and utilisation,Total funding received for all budget line items (US Dollars),,0,expenditure data collection form,2014 -,started publishing dcyear 2018,,1
rcvd_tot_domestic,Expenditure and utilisation,"Funding received from domestic sources, including loans (US Dollars)",,0,expenditure data collection form,2014 -,started publishing dcyear 2018,,1
rcvd_tot_gf,Expenditure and utilisation,"Funding received from the Global Fund to Fight AIDS, Tuberculosis and Malaria (US Dollars)",,0,expenditure data collection form,2014 -,started publishing dcyear 2018,,1
rcvd_tot_gov,finance,Expend 8 Total     2 Gov,,0,"Finance, Data collection form",,,,0
rcvd_tot_grnt,Expenditure and utilisation,Funding received from other sources (US Dollars),,0,expenditure data collection form,2014 -,started publishing dcyear 2018,,1
rcvd_tot_loan,finance,Expend 8 Total     3 Loans,,0,"Finance, Data collection form",,,,0
rcvd_tot_sources,Expenditure and utilisation,Total funding received from all sources (US Dollars),,0,expenditure data collection form,2014 -,started publishing dcyear 2018,,1
rcvd_tot_usaid,Expenditure and utilisation,Funding received from USAID (US Dollars),,0,expenditure data collection form,2014 -,started publishing dcyear 2018,,1
rcvd_tpt,Expenditure and utilisation,Funding received for drugs for TB preventive treatment (US Dollars),,0,expenditure data collection form,2019 -,started publishing dcyear 2020,,1
rdst_new,Notification,"Number of TB cases (pulmonary or extrapulmonary) tested for susceptibility to rifampicin using phenotypic DST or WHO-recommended rapid molecular diagnostics (e.g. Xpert MTB/RIF), before or after starting treatment: new cases",,,"Notification, Data collection form",2013 - 2018,Dropped 2020 data collection year -- too confusing when also have the routine DR surveillance section,,1
rdst_ret,Notification,"Number of TB cases (pulmonary or extrapulmonary) tested for susceptibility to rifampicin using phenotypic DST or WHO-recommended rapid molecular diagnostics (e.g. Xpert MTB/RIF), before or after starting treatment: previously treated cases",,,"Notification, Data collection form",2013 - 2018,Dropped 2020 data collection year -- too confusing when also have the routine DR surveillance section,,1
rdst_unk,Notification,"Number of TB cases (pulmonary or extrapulmonary) tested for susceptibility to rifampicin using phenotypic DST or WHO-recommended rapid molecular diagnostics (e.g. Xpert MTB/RIF), before or after starting treatment: cases with unknown previous TB treatment history",,,"Notification, Data collection form",2013 - 2018,Dropped 2020 data collection year -- too confusing when also have the routine DR surveillance section,,1
rdx_data_available,Notification,Are data available on the number of new and relapse cases tested using a WHO-recommended rapid diagnostic during the reporting year?,0=No; 60= Yes available from the routine surveillance system; 61=Yes estimated from a review of a random sample of medical records or treatment cards of TB patients representative of the national TB patient population,0,"Notification, Data collection form",2015 -,,,1
rdxsurvey_newinc,Notification,(if rdx_data_available=61) Number of new and relapse cases whose medical records or treatment cards were included in the survey,,0,"Notification, Data collection form",2015 -,,,1
rdxsurvey_newinc_rdx,Notification,(if rdx_data_available=61) Among the cases reported in rdxsurvey_newinc the number tested using a WHO-recommended rapid diagnostic (such as Xpert MTB/RIF) at the time of TB diagnosis (regardless of test result),,0,"Notification, Data collection form",2015 -,,,1
refsrc_recorded,Strategy,Is the source of patient referral (by major categories of provider) routinely recorded in the laboratory or treatment register?,0=No; 1=yes,0,"Strategy, Data collection form",,NEW VARIABLE,,0
rel_in_agesex_flg,Notification,Are all relapse cases included with new cases in the disaggregations by age and sex?,0=No; 1=Yes.,,"Notification, Data collection form",2013-,Introduced with 2013 revision of definitions and reporting framework http://www.who.int/tb/publications/definitions/en/,,1
rel_with_new_flg,Outcomes,Are outcomes of relapse cases included in the newrel outcome variables?,0=No; 1=Yes;,,,2012-,Introduced with 2013 revision of definitions and reporting framework http://www.who.int/tb/publications/definitions/en/,,1
remarks,Country identification,Remarks,,0,"Remarks, Data collection form",,,,0
remarks_hiv_patients,Notification,Remarks about TB/HIV,,0,"Notification, Data collection form",started 2010,,,0
remarks_mdr_patients,Notification,Remarks about MDR-TB,,0,"Notification, Data collection form",started 2010,,,0
remarks_new_ep_tbcases,Notification,Remarks about New extrapulmonary TB cases by age and sex,,0,"Notification, Data collection form",Started 2010,,,0
remarks_new_sn_tbcases,Notification,Remarks about New pulmonary smear-negative/smear-unknown/smear-not done TB cases by age and sex,,0,"Notification, Data collection form",started 2010,,,0
remarks_new_sp_tbcases,Notification,Remarks about New pulmonary smear-positive TB cases by age and sex,,0,"Notification, Data collection form",started 2010,,,0
remarks_rxmdr_glc_outcomes,Notification,Remarks about Final treatment outcomes for MDR-TB cases: Patients treated in GLC-approved projects,,-2,"Notification, Data collection form",started 2010,,,0
remarks_rxmdr_outcomes,Notification,Remarks about Final treatment outcomes for MDR-TB cases: Patients treated outside GLC-approved projects,,-2,"Notification, Data collection form",,,,0
remarks_rxtb_outcomes,Notification,Remarks about Treatment outcomes for TB cases (including both HIV-negative AND HIV-positive cases),,-1,"Notification, Data collection form",started 2010,,,0
remarks_rxtbhiv_outcomes,Notification,Remarks about Treatment outcomes for HIV-positive TB cases,,-1,"Notification, Data collection form",started 2010,,,0
remarks_tbcases_histstsm,Notification,"Remarks about TB cases by history, site and smear result",,0,"Notification, Data collection form",started 2010,,,0
rep_address,Country identification,Reporter address,,0,"Identification, Data collection form",,,,0
rep_email,Country identification,Reporter e-mail,,0,"Identification, Data collection form",,,,0
rep_fax,Country identification,Reporter fax,,0,"Identification, Data collection form",dropped 2010,,,0
rep_meth,Outcomes,Method of confirmation used to report treatment outcomes of pulmonary cases  (not used after 2011),100=smear;101=culture;102=smear or culture;,-1,"Notification, Data collection form",,,,1
rep_name,Country identification,Reporter name,,0,"Identification, Data collection form",,,,0
rep_phone,Country identification,Reporter telephone,,0,"Identification, Data collection form",,,,0
rep_title,Country identification,Reporter function,,0,"Identification, Data collection form",,,,0
report_coverage,Provisional notification,Indicates whether or not provisional data include data from all reporting units in the country,34=All units; 35=Some units,,Provisional notifications data collection,2020 -,Not part of the main data collection form,,1
report_frequency,Provisional notification,Frequency at which provisional data are reported to WHO,70=Monthly; 71=Quarterly,,Provisional notifications data collection,2020 -,Not part of the main data collection form,,1
ret_cmplt,Outcomes,Outcomes for re-treatment cases: completed  (not used after 2011),,-1,"Notification, Data collection form",,,,1
ret_cmplt_cul_dots,notif_old,"Completed, retreatment (including relapse, TAF, TAD, and other retreatment), DOTS, culture",,-1,"Notification, Data collection form",,,,0
ret_cmplt_cul_ndots,notif_old,"Completed, retreatment (including relapse, TAF, TAD, and other retreatment), non-DOTS, culture",,-1,"Notification, Data collection form",,,,0
ret_cmplt_dots,notif_old,"Completed, retreatment (including relapse, TAF, TAD, and other retreatment), DOTS",,-1,"Notification, Data collection form",,,,0
ret_cmplt_lab_dots,notif_old,"Completed, retreatment (including relapse, TAF, TAD, and other retreatment), DOTS, lab-confirmed",,-1,"Notification, Data collection form",,,,0
ret_cmplt_lab_ndots,notif_old,"Completed, retreatment (including relapse, TAF, TAD, and other retreatment), non-DOTS, lab-confirmed",,-1,"Notification, Data collection form",,,,0
ret_cmplt_ndots,notif_old,"Completed, retreatment (including relapse, TAF, TAD, and other retreatment), non-DOTS",,-1,"Notification, Data collection form",,,,0
ret_coh,Outcomes,Outcomes for re-treatment cases: cohort size (not used after 2011),,-1,,,derived: max of registered cases and sum of treatment outcome categories ,,1
ret_cur,Outcomes,Outcomes for re-treatment cases: cured (not used after 2011),,-1,"Notification, Data collection form",,,,1
ret_cur_cul_dots,notif_old,"Cured, retreatment (including relapse, TAF, TAD, and other retreatment), DOTS, culture",,-1,"Notification, Data collection form",,,,0
ret_cur_cul_ndots,notif_old,"Cured, retreatment (including relapse, TAF, TAD, and other retreatment), non-DOTS, culture",,-1,"Notification, Data collection form",,,,0
ret_cur_dots,notif_old,"Cured, retreatment (including relapse, TAF, TAD, and other retreatment), DOTS",,-1,"Notification, Data collection form",,,,0
ret_cur_lab_dots,notif_old,"Cured, retreatment (including relapse, TAF, TAD, and other retreatment), DOTS, lab-confirmed",,-1,"Notification, Data collection form",,,,0
ret_cur_lab_ndots,notif_old,"Cured, retreatment (including relapse, TAF, TAD, and other retreatment), non-DOTS, lab-confirmed",,-1,"Notification, Data collection form",,,,0
ret_cur_ndots,notif_old,"Cured, retreatment (including relapse, TAF, TAD, and other retreatment), non-DOTS",,-1,"Notification, Data collection form",,,,0
ret_def,Outcomes,Outcomes for re-treatment cases: defaulted (not used after 2011),,-1,"Notification, Data collection form",,,,1
ret_def_cul_dots,notif_old,"Defaulted, retreatment (including relapse, TAF, TAD, and other retreatment), DOTS, culture",,-1,"Notification, Data collection form",,,,0
ret_def_cul_ndots,notif_old,"Defaulted, retreatment (including relapse, TAF, TAD, and other retreatment), non-DOTS, culture",,-1,"Notification, Data collection form",,,,0
ret_def_dots,notif_old,"Defaulted, retreatment (including relapse, TAF, TAD, and other retreatment), DOTS",,-1,"Notification, Data collection form",,,,0
ret_def_lab_dots,notif_old,"Defaulted, retreatment (including relapse, TAF, TAD, and other retreatment), DOTS, lab-confirmed",,-1,"Notification, Data collection form",,,,0
ret_def_lab_ndots,notif_old,"Defaulted, retreatment (including relapse, TAF, TAD, and other retreatment), non-DOTS, lab-confirmed",,-1,"Notification, Data collection form",,,,0
ret_def_ndots,notif_old,"Defaulted, retreatment (including relapse, TAF, TAD, and other retreatment), non-DOTS",,-1,"Notification, Data collection form",,,,0
ret_died,Outcomes,Outcomes for re-treatment cases: died (not used after 2011),,-1,"Notification, Data collection form",,,,1
ret_died_cul_dots,notif_old,"Died, retreatment (including relapse, TAF, TAD, and other retreatment), DOTS, culture",,-1,"Notification, Data collection form",,,,0
ret_died_cul_ndots,notif_old,"Died, retreatment (including relapse, TAF, TAD, and other retreatment), non-DOTS, culture",,-1,"Notification, Data collection form",,,,0
ret_died_dots,notif_old,"Died, retreatment (including relapse, TAF, TAD, and other retreatment), DOTS",,-1,"Notification, Data collection form",,,,0
ret_died_lab_dots,notif_old,"Died, retreatment (including relapse, TAF, TAD, and other retreatment), DOTS, lab-confirmed",,-1,"Notification, Data collection form",,,,0
ret_died_lab_ndots,notif_old,"Died, retreatment (including relapse, TAF, TAD, and other retreatment), non-DOTS, lab-confirmed",,-1,"Notification, Data collection form",,,,0
ret_died_ndots,notif_old,"Died, retreatment (including relapse, TAF, TAD, and other retreatment), non-DOTS",,-1,"Notification, Data collection form",,,,0
ret_dst,Notification,Re-treatment TB cases who received DST,,0,"Notification, Data collection form",Dropped 2009,Removed from views in Feb 2013; In 2010  collected by dr_surveillance,,0
ret_dst_mdr,Notification,Laboratory-confirmed cases of MDR-TB identified among re-treatment cases,,0,"Notification, Data collection form",Dropped 2009,Removed from views in Feb 2013; In 2010  collected by dr_surveillance,,0
ret_fail,Outcomes,Outcomes for re-treatment cases: failed (not used after 2011),,-1,"Notification, Data collection form",,,,1
ret_fail_cul_dots,notif_old,"Failed, retreatment (including relapse, TAF, TAD, and other retreatment), DOTS, culture",,-1,"Notification, Data collection form",,,,0
ret_fail_cul_ndots,notif_old,"Failed, retreatment (including relapse, TAF, TAD, and other retreatment), non-DOTS, culture",,-1,"Notification, Data collection form",,,,0
ret_fail_dots,notif_old,"Failed, retreatment (including relapse, TAF, TAD, and other retreatment), DOTS",,-1,"Notification, Data collection form",,,,0
ret_fail_lab_dots,notif_old,"Failed, retreatment (including relapse, TAF, TAD, and other retreatment), DOTS, lab-confirmed",,-1,"Notification, Data collection form",,,,0
ret_fail_lab_ndots,notif_old,"Failed, retreatment (including relapse, TAF, TAD, and other retreatment), non-DOTS, lab-confirmed",,-1,"Notification, Data collection form",,,,0
ret_fail_ndots,notif_old,"Failed, retreatment (including relapse, TAF, TAD, and other retreatment), non-DOTS",,-1,"Notification, Data collection form",,,,0
ret_nrel,Notification,"Previously treated patients, excluding relapse cases (pulmonary or extrapulmonary, bacteriologically confirmed or clinically diagnosed)",,0,"Notification, Data collection form",2013-,Introduced with 2013 revision of definitions and reporting framework http://www.who.int/tb/publications/definitions/en/,,1
ret_nrel_coh,Outcomes,Outcomes for previously treated patients (excluding relapse cases if rel_with_new_flg = 1): cohort size,,-1,"Notification, Data collection form",2012-,Introduced in 2014 data collection form (implementation of 2013 revision of definitions and reproting framework),,1
ret_nrel_died,Outcomes,Outcomes for previously treated patients (excluding relapse cases if rel_with_new_flg = 1): died,,-1,"Notification, Data collection form",2012-,Introduced in 2014 data collection form (implementation of 2013 revision of definitions and reproting framework),,1
ret_nrel_fail,Outcomes,Outcomes for previously treated patients (excluding relapse cases if rel_with_new_flg = 1): treatment failed,,-1,"Notification, Data collection form",2012-,Introduced in 2014 data collection form (implementation of 2013 revision of definitions and reproting framework),,1
ret_nrel_lost,Outcomes,Outcomes for previously treated patients (excluding relapse cases if rel_with_new_flg = 1): lost to follow-up,,-1,"Notification, Data collection form",2012-,Introduced in 2014 data collection form (implementation of 2013 revision of definitions and reproting framework),,1
ret_nrel_succ,Outcomes,Outcomes for previously treated patients (excluding relapse cases if rel_with_new_flg = 1): treatment success (cured or treatment completed),,-1,"Notification, Data collection form",2012-,Introduced in 2014 data collection form (implementation of 2013 revision of definitions and reproting framework),,1
ret_oth,Notification,Other re-treatment cases,,0,"Notification, Data collection form",,,,1
ret_oth_cnu,EUR_notifs,Other retreatment culture-negative /culture not done / culture unknown TB cases,,0,"Notification, Data collection form",2011 -,"Data collection only, not included in master views",,0
ret_oth_cp,EUR_notifs,Other retreatment culture-positive TB cases,,0,"Notification, Data collection form",2011 -,"Data collection only, not included in master views",,0
ret_oth_dots,notif_old,"DOTS, Other retreatment",,0,"Notification, Data collection form",,,,0
ret_oth_ndots,notif_old,"Non-DOTS, Other retreatment",,0,"Notification, Data collection form",,,,0
ret_reg_cul_dots,notif_old,"Registered, retreatment (including relapse, TAF, TAD, and other retreatment), DOTS, culture",,-1,"Notification, Data collection form",,,,0
ret_reg_cul_ndots,notif_old,"Registered, retreatment (including relapse, TAF, TAD, and other retreatment), non-DOTS, culture",,-1,"Notification, Data collection form",,,,0
ret_reg_dots,notif_old,"Registered, retreatment (including relapse, TAF, TAD, and other retreatment), DOTS",,-1,"Notification, Data collection form",,,,0
ret_reg_lab_dots,notif_old,"Registered, retreatment (including relapse, TAF, TAD, and other retreatment), DOTS, lab-confirmed",,-1,"Notification, Data collection form",,,,0
ret_reg_lab_ndots,notif_old,"Registered, retreatment (including relapse, TAF, TAD, and other retreatment), non-DOTS, lab-confirmed",,-1,"Notification, Data collection form",,,,0
ret_reg_ndots,notif_old,"Registered, retreatment (including relapse, TAF, TAD, and other retreatment), non-DOTS",,-1,"Notification, Data collection form",,,,0
ret_rel,Notification,Relapse cases,,0,"Notification, Data collection form",,,,1
ret_rel_clindx,Notification,"Relapse pulmonary clinically diagnosed TB cases (not bacteriologically confirmed as positive for TB, but diagnosed with active TB by a clinician or another medical practitioner who has decided to give the patient a full course of TB treatment).",,0,"Notification, Data collection form",2013-,Introduced with 2013 revision of definitions and reporting framework http://www.who.int/tb/publications/definitions/en/,,1
ret_rel_dots,notif_old,"DOTS, Relapse",,0,"Notification, Data collection form",,,,0
ret_rel_ep,Notification,Relapse extrapulmonary cases (bacteriologically confirmed or clinically diagnosed),,0,"Notification, Data collection form",2013-,Introduced with 2013 revision of definitions and reporting framework http://www.who.int/tb/publications/definitions/en/,,1
ret_rel_ep_cnu,EUR_notifs,Relapse extrapulmonary culture-negative /culture not done / culture unknown TB cases,,0,"Notification, Data collection form",2011 -,"Data collection only, not included in master views",,0
