country,iso3,g_whoregion,row_rank_ret,year_ret,source_ret,all_areas_covered_ret,surv_quality_ret,dst_rlt_ret,mdr_ret,mdr_ret_pcnt,mdr_ret_pcnt_lo,mdr_ret_pcnt_hi,dr_r_nh_ret,dr_r_nh_ret_pcnt,dr_r_nh_ret_pcnt_lo,dr_r_nh_ret_pcnt_hi,xpert_ret,xpert_dr_r_ret,xpert_dr_r_ret_pcnt,xpert_dr_r_ret_pcnt_lo,xpert_dr_r_ret_pcnt_hi,r_rlt_ret,rr_ret,rr_ret_pcnt,rr_ret_pcnt_lo,rr_ret_pcnt_hi,dst_rlt_hr_ret,dst_rlt_hr_ret_pcnt,dst_rlt_hr_ret_pcnt_lo,dst_rlt_hr_ret_pcnt_hi,dst_rlt_rr_ret,dst_rlt_rr_ret_pcnt,dst_rlt_rr_ret_pcnt_lo,dst_rlt_rr_ret_pcnt_hi,dr_h_nr_ret,dr_h_nr_ret_pcnt,dr_h_nr_ret_pcnt_lo,dr_h_nr_ret_pcnt_hi
"China, Macao SAR",MAC,WPR,5,2017,Surveillance,1,R,25,0,,,,,,,,,,,,,25,0,,,,3,,,,0,,,,,,,
"China, Macao SAR",MAC,WPR,6,2015,Surveillance,1,A,25,3,,,,1,,,,0,0,,,,,,,,,,,,,,,,,1,,,
"China, Macao SAR",MAC,WPR,7,2014,Surveillance,1,A,21,4,,,,0,,,,0,0,,,,,,,,,,,,,,,,,1,,,
"China, Macao SAR",MAC,WPR,8,2013,Surveillance,1,A,26,3,,,,0,,,,0,0,,,,,,,,,,,,,,,,,3,,,
"China, Macao SAR",MAC,WPR,9,2012,Surveillance,1,A,28,6,,,,2,,,,0,0,,,,,,,,,,,,,,,,,1,,,
"China, Macao SAR",MAC,WPR,10,2011,Surveillance,1,A,24,1,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,
"China, Macao SAR",MAC,WPR,11,2010,Surveillance,1,A,39,2,,,,0,,,,,,,,,,,,,,,,,,,,,,2,,,
"China, Macao SAR",MAC,WPR,12,2009,Surveillance,1,A,27,0,,,,2,,,,,,,,,,,,,,,,,,,,,,1,,,
"China, Macao SAR",MAC,WPR,13,2008,Surveillance,1,A,25,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
"China, Macao SAR",MAC,WPR,14,2007,Surveillance,1,A,32,1,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,
"China, Macao SAR",MAC,WPR,15,2006,pre-2010 TME data collection,1,A,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"China, Macao SAR",MAC,WPR,16,2005,Surveillance,1,A,19,3,,,,0,,,,,,,,,,,,,,,,,,,,,,1,,,
Colombia,COL,AMR,1,2012,Surveillance,1,R,391,50,,,,4,,,,,1,,,,,,,,,,,,,,,,,22,,,
Colombia,COL,AMR,2,2011,Surveillance,1,R,568,41,,,,8,,,,0,0,,,,,,,,,,,,,,,,,68,,,
Colombia,COL,AMR,3,2010,Surveillance,1,R,495,78,,,,6,,,,,,,,,,,,,,,,,,,,,,48,,,
Colombia,COL,AMR,4,2009,Surveillance,1,R,487,102,,,,15,,,,,,,,,,,,,,,,,,,,,,45,,,
Colombia,COL,AMR,5,2005,Survey,1,A,264,,31.4,26.1,37.3,,,.8,.1,,,,,,,,,,,,,,,,,,,,6.4,3.8,10.1
Cook Islands,COK,WPR,1,2012,Surveillance,1,A,1,1,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,
Costa Rica,CRI,AMR,1,2019,Surveillance,1,A,21,0,,,,,,,,,,,,,21,0,,,,0,,,,0,,,,,,,
Costa Rica,CRI,AMR,2,2017,Surveillance,1,A,5,0,,,,,,,,,,,,,5,0,,,,5,,,,0,,,,,,,
Costa Rica,CRI,AMR,3,2012,Surveillance,1,R,22,1,,,,1,,,,0,0,,,,,,,,,,,,,,,,,1,,,
Costa Rica,CRI,AMR,4,2006,Survey,1,A,21,,4.76,.12,23.82,,0,0,13.29,,,,,,,,,,,,,,,,,,,,0,0,13.29
Croatia,HRV,EUR,1,2020,Surveillance,1,R,6,1,,,,,,,,,,,,,6,1,,,,3,,,,1,,,,,,,
Croatia,HRV,EUR,2,2018,Surveillance,1,A,16,1,,,,,,,,,,,,,16,1,,,,1,,,,1,,,,,,,
Croatia,HRV,EUR,3,2015,Surveillance,1,A,21,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Croatia,HRV,EUR,4,2014,Surveillance,1,A,29,2,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Croatia,HRV,EUR,5,2013,Surveillance,1,A,14,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Croatia,HRV,EUR,6,2012,Surveillance,1,A,28,0,,,,0,,,,,,,,,,,,,,,,,,,,,,1,,,
Croatia,HRV,EUR,7,2011,Surveillance,1,A,40,1,,,,1,,,,,,,,,,,,,,,,,,,,,,2,,,
Croatia,HRV,EUR,8,2006,pre-2010 TME data collection,1,A,82,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,EUR,9,2005,Surveillance,1,A,61,3,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Croatia,HRV,EUR,10,2004,Surveillance,1,A,88,0,,,,0,,,,,,,,,,,,,,,,,,,,,,1,,,
Croatia,HRV,EUR,11,2003,Surveillance,1,A,105,4,,,,1,,,,,,,,,,,,,,,,,,,,,,3,,,
Croatia,HRV,EUR,12,2002,Surveillance,1,A,97,2,,,,1,,,,,,,,,,,,,,,,,,,,,,4,,,
Croatia,HRV,EUR,13,2001,Surveillance,1,A,93,3,,,,1,,,,,,,,,,,,,,,,,,,,,,2,,,
Croatia,HRV,EUR,14,2000,Surveillance,1,A,99,1,,,,2,,,,,,,,,,,,,,,,,,,,,,3,,,
Croatia,HRV,EUR,15,1999,Surveillance,1,A,93,2,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,
Cuba,CUB,AMR,1,2018,Surveillance,1,R,55,11,,,,,,,,,,,,,67,21,,,,13,,,,17,,,,,,,
Cuba,CUB,AMR,2,2014,Surveillance,1,R,48,2,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,
Cuba,CUB,AMR,3,2013,Surveillance,1,R,59,2,,,,3,,,,0,0,,,,,,,,,,,,,,,,,5,,,
Cuba,CUB,AMR,4,2012,Surveillance,1,A,51,6,,,,1,,,,0,0,,,,,,,,,,,,,,,,,2,,,
Cuba,CUB,AMR,5,2011,Surveillance,1,A,76,7,,,,6,,,,0,0,,,,,,,,,,,,,,,,,5,,,
Cuba,CUB,AMR,6,2005,Surveillance,1,A,19,1,,,,0,,,,,,,,,,,,,,,,,,,,,,1,,,
Cuba,CUB,AMR,7,2004,Surveillance,1,A,14,3,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Cuba,CUB,AMR,8,2003,Surveillance,1,A,29,4,,,,0,,,,,,,,,,,,,,,,,,,,,,2,,,
Cuba,CUB,AMR,9,2002,Surveillance,1,A,24,1,,,,0,,,,,,,,,,,,,,,,,,,,,,5,,,
Cuba,CUB,AMR,10,2000,Surveillance,1,A,38,1,,,,0,,,,,,,,,,,,,,,,,,,,,,2,,,
Cuba,CUB,AMR,11,1999,Surveillance,1,A,17,1,,,,0,,,,,,,,,,,,,,,,,,,,,,1,,,
Cuba,CUB,AMR,12,1998,Surveillance,1,A,43,3,,,,0,,,,,,,,,,,,,,,,,,,,,,5,,,
Cuba,CUB,AMR,13,1997,Surveillance,1,A,25,6,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,
Cuba,CUB,AMR,14,1996,Surveillance,1,A,11,1,,,,0,,,,,,,,,,,,,,,,,,,,,,1,,,
Cuba,CUB,AMR,15,1995,Surveillance,1,A,12,2,,,,1,,,,,,,,,,,,,,,,,,,,,,3,,,
Cyprus,CYP,EUR,1,2020,Surveillance,1,A,2,0,,,,,,,,,,,,,2,0,,,,0,,,,0,,,,,,,
Cyprus,CYP,EUR,2,2019,Surveillance,1,A,1,0,,,,,,,,,,,,,1,0,,,,0,,,,0,,,,,,,
Cyprus,CYP,EUR,3,2018,Surveillance,1,A,1,0,,,,,,,,,,,,,1,0,,,,0,,,,0,,,,,,,
Cyprus,CYP,EUR,4,2014,Surveillance,1,A,1,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Cyprus,CYP,EUR,5,2013,Surveillance,1,A,1,1,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Cyprus,CYP,EUR,6,2012,Surveillance,1,A,2,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Cyprus,CYP,EUR,7,2011,Surveillance,1,A,2,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Cyprus,CYP,EUR,8,2009,Surveillance,1,A,4,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Cyprus,CYP,EUR,9,2008,Surveillance,1,A,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
Cyprus,CYP,EUR,10,2007,pre-2010 TME data collection,1,A,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czechia,CZE,EUR,1,2020,Surveillance,1,A,10,3,,,,,,,,,,,,,10,3,,,,3,,,,3,,,,,,,
Czechia,CZE,EUR,2,2015,Surveillance,1,A,26,3,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Czechia,CZE,EUR,3,2014,Surveillance,1,A,15,2,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Czechia,CZE,EUR,4,2013,Surveillance,1,A,10,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Czechia,CZE,EUR,5,2012,Surveillance,1,A,26,2,,,,0,,,,,,,,,,,,,,,,,,,,,,1,,,
Czechia,CZE,EUR,6,2011,Surveillance,1,A,17,1,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,
Czechia,CZE,EUR,7,2010,Surveillance,1,A,30,2,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,
Czechia,CZE,EUR,8,2009,Surveillance,1,A,39,3,,,,0,,,,,,,,,,,,,,,,,,,,,,1,,,
Czechia,CZE,EUR,9,2008,Surveillance,1,A,37,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Czechia,CZE,EUR,10,2007,pre-2010 TME data collection,1,A,45,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czechia,CZE,EUR,11,2006,pre-2010 TME data collection,1,A,15,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czechia,CZE,EUR,12,2005,Surveillance,1,A,20,6,,,,0,,,,,,,,,,,,,,,,,,,,,,1,,,
Czechia,CZE,EUR,13,2004,Surveillance,1,A,10,2,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Czechia,CZE,EUR,14,2003,Surveillance,1,A,19,1,,,,0,,,,,,,,,,,,,,,,,,,,,,1,,,
Czechia,CZE,EUR,15,2002,Surveillance,1,A,16,1,,,,0,,,,,,,,,,,,,,,,,,,,,,1,,,
Czechia,CZE,EUR,16,2001,Surveillance,1,A,15,1,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Czechia,CZE,EUR,17,2000,Surveillance,1,A,22,2,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,
Czechia,CZE,EUR,18,1999,Surveillance,1,A,70,2,,,,1,,,,,,,,,,,,,,,,,,,,,,3,,,
Czechia,CZE,EUR,19,1995,Survey,1,A,16,,6.25,.16,30.23,,0,0,17.08,,,,,,,,,,,,,,,,,,,,6.25,.16,30.23
Democratic Republic of the Congo,COD,AFR,1,2017,Survey,1,A,84,,15.8,9,26.3,,,,,,,,,,150,,17.3,11.9,24.4,,23,14.5,34.5,,16,9.1,26.5,,8.699999999999999,3.2,21.2
Denmark,DNK,EUR,1,2020,Surveillance,1,A,7,1,,,,,,,,,,,,,7,1,,,,3,,,,1,,,,,,,
Denmark,DNK,EUR,2,2019,Surveillance,1,A,17,0,,,,,,,,,,,,,17,0,,,,0,,,,0,,,,,,,
Denmark,DNK,EUR,3,2018,Surveillance,1,A,13,0,,,,,,,,,,,,,13,0,,,,2,,,,0,,,,,,,
Denmark,DNK,EUR,4,2017,Surveillance,1,A,16,0,,,,,,,,,,,,,16,0,,,,0,,,,0,,,,,,,
Denmark,DNK,EUR,5,2015,Surveillance,1,A,22,1,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Denmark,DNK,EUR,6,2014,Surveillance,1,A,18,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Denmark,DNK,EUR,7,2013,Surveillance,1,A,20,1,,,,0,,,,,,,,,,,,,,,,,,,,,,1,,,
Denmark,DNK,EUR,8,2012,Surveillance,1,A,38,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Denmark,DNK,EUR,9,2011,Surveillance,1,A,14,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Denmark,DNK,EUR,10,2010,Surveillance,1,A,28,0,,,,0,,,,,,,,,,,,,,,,,,,,,,2,,,
Denmark,DNK,EUR,11,2009,Surveillance,1,A,32,1,,,,0,,,,,,,,,,,,,,,,,,,,,,3,,,
Denmark,DNK,EUR,12,2008,Surveillance,1,A,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
Denmark,DNK,EUR,13,2007,pre-2010 TME data collection,1,A,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,DNK,EUR,14,2006,pre-2010 TME data collection,1,A,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,DNK,EUR,15,2005,Surveillance,1,A,18,0,,,,0,,,,,,,,,,,,,,,,,,,,,,3,,,
Denmark,DNK,EUR,16,2004,Surveillance,1,A,22,0,,,,0,,,,,,,,,,,,,,,,,,,,,,1,,,
Denmark,DNK,EUR,17,2003,Surveillance,1,A,16,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Denmark,DNK,EUR,18,2002,Surveillance,1,A,24,0,,,,0,,,,,,,,,,,,,,,,,,,,,,1,,,
Denmark,DNK,EUR,19,2001,Surveillance,1,A,24,0,,,,0,,,,,,,,,,,,,,,,,,,,,,1,,,
Denmark,DNK,EUR,20,2000,Surveillance,1,A,33,1,,,,0,,,,,,,,,,,,,,,,,,,,,,7,,,
Denmark,DNK,EUR,21,1999,Surveillance,1,A,24,0,,,,0,,,,,,,,,,,,,,,,,,,,,,2,,,
Denmark,DNK,EUR,22,1998,Surveillance,1,A,32,1,,,,0,,,,,,,,,,,,,,,,,,,,,,3,,,
Djibouti,DJI,EMR,1,2015,Survey,1,A,40,,50,33.8,66.2,,,,,,,,,,66,,34.9,24.5,46.9,,52.5,36.1,68.5,,35,20.6,51.7,,,,
Dominica,DMA,AMR,1,2012,Surveillance,1,S,1,0,,,,0,,,,1,0,,,,,,,,,,,,,,,,,0,,,
Dominica,DMA,AMR,2,2011,Surveillance,1,A,1,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,
Dominican Republic,DOM,AMR,1,2016,Surveillance,1,R,221,68,,,,7,,,,0,0,,,,,,,,,,,,,,,,,46,,,
Dominican Republic,DOM,AMR,2,1995,Survey,1,A,117,,19.66,12.89,28.02,,11.97,6.7,19.26,,,,,,,,,,,,,,,,,,,,17.09,10.77,25.16
Ecuador,ECU,AMR,1,2019,Surveillance,1,R,446,82,,,,,,,,,,,,,446,98,,,,135,,,,98,,,,,,,
Ecuador,ECU,AMR,2,2012,Surveillance,1,R,827,215,,,,19,,,,17,1,,,,,,,,,,,,,,,,,116,,,
Ecuador,ECU,AMR,3,2002,Survey,1,A,185,,24.32,18.33,31.16,,9.19,5.44,14.3,,,,,,,,,,,,,,,,,,,,5.95,3.01,10.39
Egypt,EGY,EMR,1,2021,Surveillance,1,A,306,8,,,,,,,,,,,,,306,25,,,,20,,,,25,,,,,,,
Egypt,EGY,EMR,2,2020,Surveillance,1,A,326,5,,,,,,,,,,,,,326,41,,,,6,,,,41,,,,,,,
Egypt,EGY,EMR,3,2018,Surveillance,1,A,402,82,,,,,,,,,,,,,402,93,,,,107,,,,93,,,,,,,
Egypt,EGY,EMR,4,2017,Surveillance,1,R,381,90,,,,,,,,,,,,,385,115,,,,180,,,,141,,,,,,,
Egypt,EGY,EMR,5,2016,Surveillance,1,R,518,40,,,,68,,,,33,3,,,,,,,,,,,,,,,,,40,,,
Egypt,EGY,EMR,6,2015,Surveillance,1,R,500,68,,,,51,,,,14,0,,,,,,,,,,,,,,,,,2,,,
Egypt,EGY,EMR,7,2013,Surveillance,1,R,516,77,,,,39,,,,0,0,,,,,,,,,,,,,,,,,27,,,
Egypt,EGY,EMR,8,2012,Surveillance,1,R,438,108,,,,20,,,,0,0,,,,,,,,,,,,,,,,,15,,,
Egypt,EGY,EMR,9,2011,Survey,1,A,370,,32.1,24.3,39.9,,10.8,7.8,14.4,,,,,,,,,,,,,,,,,,,,5.7,3.5,8.5
Egypt,EGY,EMR,10,2002,Survey,1,A,217,,38.25,31.75,45.07,,12.44,8.359999999999999,17.58,,,,,,,,,,,,,,,,,,,,8.289999999999999,4.99,12.79
El Salvador,SLV,AMR,1,2012,Surveillance,1,R,73,8,,,,2,,,,0,0,,,,,,,,,,,,,,,,,3,,,
El Salvador,SLV,AMR,2,2011,Surveillance,1,R,69,3,,,,0,,,,,,,,,,,,,,,,,,,,,,2,,,
El Salvador,SLV,AMR,3,2009,Surveillance,1,R,85,1,,,,0,,,,,,,,,,,,,,,,,,,,,,4,,,
El Salvador,SLV,AMR,4,2001,Survey,1,A,100,,7,2.86,13.89,,6,2.23,12.6,,,,,,,,,,,,,,,,,,,,5,1.64,11.28
Eritrea,ERI,AFR,1,2018,Survey,1,A,53,,3.8,.5,13,,,,,,,,,,53,,7.5,2.1,18.2,,7.5,2.1,18.2,,7.5,2.1,18.2,,,,
Estonia,EST,EUR,1,2021,Surveillance,1,A,13,9,,,,,,,,,,,,,13,9,,,,9,,,,9,,,,,,,
Estonia,EST,EUR,2,2019,Surveillance,1,A,20,10,,,,,,,,,,,,,21,11,,,,10,,,,10,,,,,,,
Estonia,EST,EUR,3,2018,Surveillance,1,A,18,8,,,,,,,,,,,,,20,10,,,,8,,,,10,,,,,,,
Estonia,EST,EUR,4,2017,Surveillance,1,A,20,10,,,,,,,,,,,,,21,11,,,,10,,,,11,,,,,,,
Estonia,EST,EUR,5,2016,Surveillance,1,A,13,6,,,,1,,,,,,,,,,,,,,,,,,,,,,3,,,
Estonia,EST,EUR,6,2015,Surveillance,1,A,35,18,,,,1,,,,,,,,,,,,,,,,,,,,,,2,,,
Estonia,EST,EUR,7,2014,Surveillance,1,A,29,18,,,,2,,,,,,,,,,,,,,,,,,,,,,0,,,
Estonia,EST,EUR,8,2013,Surveillance,1,A,44,21,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,
Estonia,EST,EUR,9,2012,Surveillance,1,A,46,23,,,,3,,,,,,,,,,,,,,,,,,,,,,2,,,
Estonia,EST,EUR,10,2011,Surveillance,1,A,52,30,,,,0,,,,,,,,,,,,,,,,,,,,,,3,,,
Estonia,EST,EUR,11,2010,Surveillance,1,A,64,28,,,,2,,,,,,,,,,,,,,,,,,,,,,3,,,
Estonia,EST,EUR,12,2009,Surveillance,1,A,63,31,,,,0,,,,,,,,,,,,,,,,,,,,,,2,,,
Estonia,EST,EUR,13,2008,Surveillance,1,A,75,32,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
Estonia,EST,EUR,14,2007,pre-2010 TME data collection,1,A,65,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,EUR,15,2006,pre-2010 TME data collection,1,A,68,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,EUR,16,2005,Surveillance,1,A,71,37,,,,0,,,,,,,,,,,,,,,,,,,,,,6,,,
Estonia,EST,EUR,17,2004,Surveillance,1,A,94,39,,,,0,,,,,,,,,,,,,,,,,,,,,,14,,,
Estonia,EST,EUR,18,2003,Surveillance,1,A,103,55,,,,0,,,,,,,,,,,,,,,,,,,,,,9,,,
Estonia,EST,EUR,19,2002,Surveillance,1,A,159,75,,,,1,,,,,,,,,,,,,,,,,,,,,,11,,,
Estonia,EST,EUR,20,2001,Surveillance,1,A,205,105,,,,1,,,,,,,,,,,,,,,,,,,,,,22,,,
Estonia,EST,EUR,21,2000,Surveillance,1,A,117,53,,,,0,,,,,,,,,,,,,,,,,,,,,,11,,,
Estonia,EST,EUR,22,1999,Surveillance,1,A,89,43,,,,0,,,,,,,,,,,,,,,,,,,,,,5,,,
Estonia,EST,EUR,23,1998,Surveillance,1,A,82,31,,,,1,,,,,,,,,,,,,,,,,,,,,,14,,,
Estonia,EST,EUR,24,1994,Survey,1,A,26,,19.23,6.55,39.35,,0,0,10.88,,,,,,,,,,,,,,,,,,,,26.92,11.57,47.79
Eswatini,SWZ,AFR,1,2018,Survey,1,A,99,,9.1,4.2,16.6,,,,,,,,,,223,,17.5,11.2,24.9,,12.1,6.4,20.2,,14.1,8,22.6,,,,
Eswatini,SWZ,AFR,2,2017,Surveillance,1,A,143,25,,,,,,,,,,,,,143,86,,,,25,,,,65,,,,,,,
Eswatini,SWZ,AFR,3,2009,Survey,1,A,281,,33.8,28.3,39.3,,2.5,.7,4.3,,,,,,,,,,,,,,,,,,,,11.4,7.7,15.1
Eswatini,SWZ,AFR,4,1995,Survey,1,A,44,,9.09,2.53,21.67,,0,0,6.58,,,,,,,,,,,,,,,,,,,,4.55,.5600000000000001,15.47
Ethiopia,ETH,AFR,1,2018,Survey,1,A,176,,8.52,4.69,12.35,,,,,,,,,,231,,7.49,4.03,10.95,,13.64,8.68,18.59,,9.300000000000001,5,13.61,,5.11,1.99,8.24
Ethiopia,ETH,AFR,2,2005,Survey,1,A,76,,11.84,5.56,21.29,,2.63,.32,9.18,,,,,,,,,,,,,,,,,,,,13.16,6.49,22.87
Fiji,FJI,WPR,1,2006,pre-2010 TME data collection,1,A,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,EUR,1,2017,Surveillance,1,A,3,1,,,,,,,,,,,,,3,2,,,,2,,,,2,,,,,,,
Finland,FIN,EUR,2,2016,Surveillance,1,A,6,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Finland,FIN,EUR,3,2015,Surveillance,1,A,4,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Finland,FIN,EUR,4,2014,Surveillance,1,A,5,1,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Finland,FIN,EUR,5,2013,Surveillance,1,A,5,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Finland,FIN,EUR,6,2012,Surveillance,1,A,14,0,,,,0,,,,,,,,,,,,,,,,,,,,,,1,,,
Finland,FIN,EUR,7,2011,Surveillance,1,A,8,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Finland,FIN,EUR,8,2010,Surveillance,1,A,8,1,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Finland,FIN,EUR,9,2009,Surveillance,1,A,6,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Finland,FIN,EUR,10,2008,Surveillance,1,A,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
Finland,FIN,EUR,11,2007,pre-2010 TME data collection,1,A,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,EUR,12,2006,pre-2010 TME data collection,1,A,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,EUR,13,2005,Surveillance,1,A,22,1,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Finland,FIN,EUR,14,2004,Surveillance,1,A,12,0,,,,0,,,,,,,,,,,,,,,,,,,,,,1,,,
Finland,FIN,EUR,15,2003,Surveillance,1,A,24,1,,,,0,,,,,,,,,,,,,,,,,,,,,,1,,,
Finland,FIN,EUR,16,2002,Surveillance,1,A,18,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Finland,FIN,EUR,17,2001,Surveillance,1,A,26,1,,,,0,,,,,,,,,,,,,,,,,,,,,,2,,,
Finland,FIN,EUR,18,2000,Surveillance,1,A,29,1,,,,0,,,,,,,,,,,,,,,,,,,,,,3,,,
Finland,FIN,EUR,19,1999,Surveillance,1,A,27,0,,,,0,,,,,,,,,,,,,,,,,,,,,,1,,,
Finland,FIN,EUR,20,1997,Surveillance,1,A,2,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
France,FRA,EUR,1,2014,Surveillance,1,A,288,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,FRA,EUR,2,2009,Surveillance,1,A,106,14,,,,1,,,,,,,,,,,,,,,,,,,,,,4,,,
France,FRA,EUR,3,2008,pre-2010 TME data collection,1,A,104,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,FRA,EUR,4,2007,Surveillance,1,A,102,7,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,
France,FRA,EUR,5,2006,pre-2010 TME data collection,1,A,110,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,FRA,EUR,6,2005,Surveillance,1,A,112,8,,,,1,,,,,,,,,,,,,,,,,,,,,,8,,,
France,FRA,EUR,7,2004,Surveillance,1,A,137,11,,,,1,,,,,,,,,,,,,,,,,,,,,,13,,,
France,FRA,EUR,8,2003,Surveillance,1,A,118,9,,,,4,,,,,,,,,,,,,,,,,,,,,,7,,,
France,FRA,EUR,9,2002,Surveillance,1,A,92,10,,,,4,,,,,,,,,,,,,,,,,,,,,,7,,,
France,FRA,EUR,10,2001,Surveillance,1,A,102,4,,,,1,,,,,,,,,,,,,,,,,,,,,,6,,,
France,FRA,EUR,11,2000,Surveillance,1,A,82,7,,,,2,,,,,,,,,,,,,,,,,,,,,,8,,,
France,FRA,EUR,12,1999,Surveillance,1,A,106,9,,,,1,,,,,,,,,,,,,,,,,,,,,,4,,,
France,FRA,EUR,13,1997,Surveillance,1,A,65,2,,,,2,,,,,,,,,,,,,,,,,,,,,,3,,,
France,FRA,EUR,14,1996,Surveillance,1,A,195,8,,,,5,,,,,,,,,,,,,,,,,,,,,,19,,,
French Polynesia,PYF,WPR,1,2018,Surveillance,1,A,7,0,,,,,,,,,,,,,7,0,,,,0,,,,0,,,,,,,
French Polynesia,PYF,WPR,2,2017,Surveillance,1,A,7,1,,,,,,,,,,,,,7,1,,,,1,,,,1,,,,,,,
French Polynesia,PYF,WPR,3,2015,Surveillance,1,A,2,1,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,
French Polynesia,PYF,WPR,4,2014,Surveillance,1,A,1,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,
French Polynesia,PYF,WPR,5,2013,Surveillance,1,A,7,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,
French Polynesia,PYF,WPR,6,2012,Surveillance,1,A,4,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,
French Polynesia,PYF,WPR,7,2011,Surveillance,1,A,1,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,
French Polynesia,PYF,WPR,8,2009,Surveillance,1,A,4,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Gabon,GAB,AFR,1,2021,Surveillance,1,R,118,40,,,,,,,,,,,,,118,40,,,,40,,,,40,,,,,,,
Gabon,GAB,AFR,2,2018,Surveillance,1,R,285,,,,,,,,,,,,,,285,45,,,,45,,,,,,,,,,,
Gambia,GMB,AFR,1,2000,Survey,1,A,15,,0,0,18.1,,0,0,18.1,,,,,,,,,,,,,,,,,,,,0,0,18.1
Georgia,GEO,EUR,1,2014,Surveillance,1,A,503,197,,,,7,,,,122,12,,,,,,,,,,,,,,,,,48,,,
